,AHR,AHRR,AR,ARID1A,ARID2,ARNT,BAP1,BRCA1,BRD2,BRD4,BRD9,CDK9,CDKN1B,CEBPA,CEBPB,CHD8,CREB1,CREBBP,CTBP1,CTBP2,CTCF,CTCFL,CTNNB1,DNMT3A,E2F1,E2F4,EGR1,ELF1,EN1,EP300,ERG,ESR1,ESRRA,EZH2,FOS,FOSL1,FOSL2,FOXA1,FOXM1,GABPA,GATA3,GREB1,GRHL1,GRHL2,GTF3C2,HDAC1,HDAC2,HIF1A,HSF1,JUN,JUNB,JUND,KDM1A,KDM4A,KDM5A,KDM5B,KDM5C,KDM6A,KMT2B,KMT2C,LIN9,LMTK3,MAX,MED1,MED12,MEN1,MYC,NCAPG,NCAPG2,NCOA1,NCOA3,NELFE,NIPBL,NOTCH1,NR2F2,NR3C1,NRF1,PBX1,PCGF2,PGR,PML,PRKCQ,RAD21,RB1,RBPJ,RELA,REST,RNF2,RORC,RUNX1,RUNX2,RXRA,SATB1,SFPQ,SIN3A,SMAD1,SMAD3,SMARCA4,SMARCB1,SMARCC1,SMC1A,SREBF2,SRF,STAG1,STAG2,STAT3,SUMO2,SUZ12,TAF1,TCEA2,TCF12,TCF7,TCF7L2,TEAD1,TEAD4,TET2,TFAP2A,TFAP2C,TLE3,TOP2A,TP53,TP63,TRIM25,TRPS1,WWTR1,XBP1,YAP1,ZBTB17,ZFX,ZMYND8,ZNF143,ZNF217,ZNF516,ZNF711
FOSL1,0.537482341166326,0.0731766995391753,0.216567790650718,0.275940161455745,0.0258802957069268,0.644997585767696,0.0537938591134683,0.285714698902809,0.546636867166838,0.65856458143678,0.654381782140869,0.183628959990739,0.637083504960731,0.568028032342489,0.719819314617139,-0.270805321883632,0.150635137450617,0.120522036221038,0.0807024090302079,0.112392197527548,0.555681530946228,0.445578875669857,0.0493165919093638,0.14838129584391,0.573770858505006,0.400904865721564,0.301160498902087,0.530808705552907,0.204455543056471,0.497031561310656,0.409168081494058,0.309867230487189,0.504947877417993,-0.154956903712763,0.838564056227193,1,0.79875463148655,0.465234893152335,0.0311880398767312,0.52854753960806,0.326542161856254,-0.0938572779500001,0.390134026094383,0.554550947973804,-0.154956903712763,0.0362108558683963,0.357593237876703,0.573770858505006,0.277558119730008,0.677784491967982,0.413855263094638,0.149591926819399,-0.154956903712763,-0.248088449779256,0.197273217079834,0.506078779719041,-0.136924809541019,0.298186372267614,0.0428682389966973,0.611771363893605,0.223356332078783,-0.154956903712763,0.556812113918651,0.224104065890932,-0.154956903712763,0.108027460216952,0.518372292856247,-0.0114922830018034,0.0321783924050495,0.147101222423084,0.233657909431332,0.45400511300653,-0.154956903712763,0.0970634639667856,0.568117943642888,0.561225301416232,0.526286373663212,0.10854523910013,-0.0655223014981562,0.572802015480881,0.141902572376304,-0.0842863121634389,0.443753816676285,-0.165652191577754,0.631430590098612,0.332299623698054,0.587271565543138,-0.0133184587903628,0.194570166869629,-0.154956903712763,0.554550947973804,-0.154956903712763,0.163805753745391,0.469324454934977,0.665536004166828,-0.176720539568785,0.571509692560159,0.406126967040698,0.233791459622307,0.29371352392151,0.707379389305609,0.148231971984818,0.447651386530843,0.483802615950833,0.38507223350689,0.709440815195845,-0.154956903712763,-0.0682004311052666,0.144186096517438,-0.0419144869490068,0.0695283121609106,0.265349588278395,0.499858817063276,0.624221844934918,0.383220508845831,0.123970740264586,0.320862142021805,0.526286373663212,0.329564936461496,-0.154956903712763,0.762578214899757,0.849873079237674,0.462973727207488,0.367178441907619,0.292151912891487,0.134994950922701,0.508359818830265,0.315463168399503,0.49463005043535,0.238842710601497,0.466365476124759,0.29732849662094,-0.154956903712763,0.28662269947839
FOSL2,0.67006235970828,-0.0116294958112412,0.108880160162693,0.478507093494225,0.372781757476461,0.703421681069152,0.015420896993752,0.402608853666603,0.69324355385111,0.756574123207818,0.7458887713319,0.307082690602491,0.758270477744158,0.699178474043552,0.824661161128346,-0.339322909532354,0.102576796449132,0.155000769786879,-0.0158567464634942,0.047872863165975,0.713599808287194,0.657216424506469,0.000297172004387358,0.297983944214269,0.675714556975592,0.460407534402245,0.432049830124575,0.623693017861153,0.490716339935991,0.615950620348949,0.58647044523038,0.584276391937984,0.714932584133216,-0.0516669232622931,0.77997787462002,0.79875463148655,1,0.646311078345692,0.287011192618967,0.637263854151876,0.569204664748212,0.156183314367463,0.508792568733623,0.674018202439252,-0.0516669232622931,-0.029986325990236,0.655109739951981,0.702290778044925,0.374894352531228,0.801810244176895,0.472705348669477,0.444904960150476,-0.0516669232622931,-0.16997169866891,0.359969153984031,0.645362403873417,-0.224351370882565,0.462716654354857,0.0479251243065332,0.789131081709604,0.351573928553935,-0.0516669232622931,0.655923754051621,0.153473171589071,-0.0516669232622931,0.287963184367139,0.626520275421721,0.107770652832013,0.366707608036396,0.469592657940025,0.269439833149195,0.578142695356738,-0.0516669232622931,0.221595795299595,0.827255562222001,0.75588394639096,0.66553642975755,0.282868965872431,-0.0361314941870798,0.746606812544181,0.274036397626592,-0.0369449070102397,0.602205860400842,-0.320591708581523,0.703421681069152,0.522577713142087,0.711976904878369,-0.0900836440847092,0.0424328299904787,-0.0516669232622931,0.706814390141833,-0.0516669232622931,0.0873877998943326,0.588801281710979,0.709842083138596,-0.146175660855263,0.688154490242088,0.58042667636176,0.471698262135855,0.371989130120119,0.765271982857786,0.138653106527474,0.610246274091071,0.676719262624008,0.462104368067118,0.78145398974081,-0.0516669232622931,-0.10396950404193,0.322355770879411,0.055524088231844,0.387112184972591,0.313525688581809,0.585973225602857,0.664591025772651,0.569889997091459,0.257681848964091,0.58520047462526,0.642918369273011,0.323438264928903,-0.0516669232622931,0.798982986616328,0.86651639152855,0.579022348404189,0.586847128221255,0.462070366204483,0.235015169856825,0.704648978980727,0.28393974666141,0.661578269172756,0.489766163262875,0.598247699816047,0.539918378364825,-0.0516669232622931,0.356951989851152
FOXA1,0.900819764180176,-0.0286911082898667,-0.256424748999706,0.913866175950493,0.486574253432999,0.582156973461321,-0.198550265206767,0.342017225850272,0.616036137775268,0.584415584415584,0.606629961483014,0.350374757669602,0.58102766798419,0.698190793830108,0.56198816135398,-0.517258021714641,0.263313624352446,0.257969685183791,-0.162661925745219,0.136322029365115,0.549407114624506,0.497736989275478,0.02195966357074,0.368546544128966,0.599096555618295,0.410618485733009,0.431439503742575,0.664596273291926,0.399192404083383,0.94944934596587,0.566987360670464,0.804857417014494,0.821801783688484,-0.292365643208297,0.59418245803456,0.465234893152335,0.646311078345692,1,0.509773076876482,0.592320722755505,0.856981893097132,0.436348291784053,0.534695316190443,0.742518351214004,-0.292365643208297,0.205753591032802,0.759239953005281,0.599096555618295,0.404856013551666,0.594579333709769,0.101218481457945,0.484768938506434,-0.292365643208297,-0.256860475310569,0.357189177591864,0.535441986898064,-0.330597646159017,0.500002004016209,-0.0503762356389358,0.839457857024565,0.352209792183558,-0.292365643208297,0.663466967814794,0.0814551577314676,-0.292365643208297,0.463763613632683,0.665725578769057,0.268615558391207,0.459745859554182,0.335769447989009,0.258502278158913,0.615776696691565,-0.292365643208297,0.330213194582618,0.706380575945794,0.772936280274207,0.578769057029927,0.367495512437837,-0.260114899262171,0.920079110397622,0.447789740232665,-0.337710260565293,0.435347261434218,-0.219420996693972,0.562958780350085,0.520128555197492,0.693367227090088,0.0589151000095628,-0.197175172711416,-0.292365643208297,0.660079051383399,-0.292365643208297,0.0419540160100275,0.637108186942,0.818977722576152,-0.35191016661492,0.587803500846979,0.672525132370007,0.668763061906112,0.365722323501366,0.60943238804115,-0.140717767428396,0.634822339015883,0.488934629422249,0.328155901252927,0.593450028232637,-0.292365643208297,-0.0962897611697666,0.436659903025429,-0.267044370807464,0.547562484412846,0.0636582388544375,0.64162668472173,0.71735489600281,0.535109732497528,0.36581167534427,0.752551147607635,0.70412196499153,0.609260304912479,-0.292365643208297,0.522303783173349,0.45636827575278,0.369847543760587,0.499349435470834,0.399427430423766,0.333376351718495,0.762527240624814,0.24910075286706,0.620553359683795,0.689021059305279,0.576510446075664,0.709926379641491,-0.292365643208297,0.272611238360089
FOXM1,0.465987592587943,0.277527487622714,0.118697360132889,0.61133389777273,0.891474602676638,0.48881573927156,0.202456398159934,0.795796680774552,0.613993350371229,0.46615915807705,0.471875,0.849903105610168,0.516570051234835,0.597273525934648,0.207932845674321,-0.0313921129097303,0.750318116599401,0.362284418654736,-0.0747258333296168,0.257716201348291,0.549422093966875,0.619994344800445,0.533736863060249,0.881233313926897,0.569246602512072,0.749011504036654,0.831538356481039,0.686494410193663,0.787527943222906,0.528614019112101,0.700313259050237,0.733147417718177,0.688954605830992,0.0172516389835589,0.119263934644263,0.0311880398767312,0.287011192618967,0.509773076876482,1,0.634950687976152,0.525660235740542,0.838556688145326,0.790340909090909,0.668935559767917,0.0172516389835589,0.525803122238351,0.780407007162152,0.588504696527405,0.443502576882539,0.488249324741697,-0.243872095380051,0.891325351294394,0.0172516389835589,0.0726447687044261,0.857878067727154,0.716716756888326,0.058077186969917,0.846634512986774,-0.107383509346981,0.68273454566517,0.820221561055285,0.0172516389835589,0.602665059773974,0.265706566507823,0.0172516389835589,0.911997052135505,0.69215855549229,0.769209634881966,0.86334569424065,0.78475503917973,0.398980708882781,0.699377076085348,0.0172516389835589,0.852708880683116,0.565848115332895,0.556944072447858,0.654775196521348,0.875525099334595,0.0210424590470714,0.547027690731762,0.885025875766346,-0.0483948516123838,0.679697435835309,0.1941259396027,0.49504629910005,0.60012855809231,0.504701173974939,0.406066792974577,-0.28648435471717,0.0172516389835589,0.57094584610166,0.0172516389835589,-0.130884095272784,0.573939980022035,0.574223267277722,-0.046538054951273,0.627020884558073,0.79852233971546,0.889146574565693,0.678150209742216,0.384704093223062,0.42205323927217,0.710520253918985,0.537170662594094,0.668557923421521,0.48258517944307,0.0172516389835589,0.319996098043702,0.887556436090812,-0.00113507451100666,0.922936410715413,0.568035804326896,0.571673681976538,0.538135451691235,0.712013661206925,0.87493232576887,0.785856322520766,0.709150991388173,0.321157038432184,0.0172516389835589,0.0447467478591579,0.191218897588783,0.581707722169052,0.500331716102117,0.787854721694653,0.818485896317208,0.624645188730985,0.56424060043737,0.581141307639189,0.891741510796667,0.700654773440231,0.751959489267401,0.0172516389835589,0.645896226964936
GABPA,0.615428308150698,0.188541568761981,0.206156461200204,0.645580370278994,0.50495722404676,0.941276115189159,0.204447797836671,0.812574038236987,0.966120835686053,0.89158667419537,0.845656893085098,0.798990735885139,0.941276115189159,0.916198462625397,0.584015838030166,-0.120141988353748,0.473964523834403,0.326761601232802,0.233196743103765,0.270176691682898,0.916431394692265,0.888452032051451,0.363818209969287,0.771733056196093,0.986448334274421,0.772098308111448,0.874753489239532,0.980801806888764,0.608623781298144,0.634284125829668,0.96156081804632,0.735950325873604,0.776051993668712,-0.0859898950612637,0.520756869113939,0.52854753960806,0.637263854151876,0.592320722755505,0.634950687976152,1,0.547767450139262,0.378477165552746,0.808839948644018,0.908526256352344,-0.0859898950612637,0.393125737333568,0.80466941915369,0.967250141163185,0.655561829474873,0.904009034443817,0.210950666963755,0.60339474934095,-0.0859898950612637,-0.148232256677024,0.769461582888673,0.92346798373242,0.074678148497849,0.880524480458896,0.110827718405659,0.817976780548516,0.823899111940639,-0.0859898950612637,0.9785431959345,0.321597030154609,-0.0859898950612637,0.718604015183316,0.979672501411632,0.396035759166524,0.459171894685825,0.518290276126625,0.51015681385004,0.967487537226141,-0.0859898950612637,0.696356322254537,0.738001129305477,0.708949613848577,0.98531902879729,0.703605538564989,0.0192988473646127,0.66308954917545,0.720860486214342,-0.0274330463764524,0.844155844155844,-0.0035970655195733,0.962732919254659,0.722020560175466,0.751289796429309,0.186881231213129,0.0141242960394997,-0.0859898950612637,0.928853754940712,-0.0859898950612637,0.212287321010739,0.96639371263986,0.89127368705184,-0.0769449881987607,0.981931112365895,0.76374378975128,0.732968861392425,0.737760103138549,0.825755469245748,0.470754619549615,0.972866647770557,0.888713931528246,0.834792464805209,0.884810841332581,-0.0859898950612637,0.251532437341431,0.696016376307288,-0.0203677909937896,0.55100627362299,0.634267543495122,0.964134463749994,0.889203507811206,0.828429141422099,0.784450192003785,0.812574038236987,0.967250141163185,0.424054206662902,-0.0859898950612637,0.512140033879164,0.660830300285585,0.863354037267081,0.657189774269087,0.704699932153203,0.716673086568675,0.784604866745355,0.624473776772722,0.941276115189159,0.796378833591098,0.974025974025974,0.685938521278705,-0.0859898950612637,0.659285756368751
GATA3,0.868741194590415,0.105319735785355,-0.325699862701863,0.919423570752135,0.583169329929418,0.514980543938976,-0.10857175223511,0.384070850211613,0.580554356339548,0.592425477549996,0.666289942821075,0.388861327039212,0.495195341921562,0.703799203745709,0.398077609968944,-0.385681515608205,0.301270274901235,0.258261506187938,-0.128979743003636,0.198230194540346,0.535331037442602,0.552154993514555,0.118835161227383,0.413307287657175,0.523459916232153,0.411931163156784,0.468157392090274,0.630300007126189,0.508242886776354,0.814815107905182,0.568760611205433,0.797286122238936,0.675148673725737,-0.0516523012375876,0.327113490578173,0.326542161856254,0.569204664748212,0.856981893097132,0.525660235740542,0.547767450139262,1,0.473921317056173,0.618940827735493,0.694743236554337,-0.0516523012375876,0.224685392560459,0.753845204172508,0.523459916232153,0.557377405404863,0.508762337590646,0.156261140527724,0.557829437032644,-0.0516523012375876,-0.134239640633981,0.432068141154681,0.507209682020089,-0.275529678094811,0.526077858297235,-0.0193327352338047,0.79683078664403,0.368197811383679,-0.0516523012375876,0.585076688229243,0.192089199335084,-0.0516523012375876,0.458542091771956,0.59977426687075,0.326380837251217,0.533816545433768,0.49043317710196,0.352486381709369,0.596093995007327,-0.0516523012375876,0.372552413166633,0.689090321692219,0.833051091344599,0.543245118249567,0.415899652973129,-0.131044602996312,0.813684205604134,0.431210061772075,-0.14300261951325,0.491803593004291,-0.180416843435771,0.527982248121848,0.581524341471595,0.756119247020691,0.11479243052646,0.0370475172382579,-0.0516523012375876,0.583380813770607,-0.0516523012375876,-0.00210007376596655,0.625954423630143,0.695787640719866,-0.193712899142707,0.539853369332296,0.735396107218246,0.70080554319874,0.447755058972322,0.475544417590741,0.0113154177087648,0.626485568760611,0.559414540652902,0.376025015098505,0.516676418397611,-0.0516523012375876,-0.0554128502730291,0.487705163120738,-0.0226564794318955,0.569155315664313,0.174099456938117,0.62821622823224,0.726089417091115,0.624717456727967,0.388119404727432,0.708617804818474,0.641040545364214,0.239683590153815,-0.0516523012375876,0.507631754618222,0.340118867040227,0.490107718545655,0.597886023168822,0.492384286055593,0.365922483990471,0.810712063363093,0.284434004294634,0.637083504960731,0.643737972383082,0.538157494873661,0.761332487020733,-0.0516523012375876,0.342291450871106
GREB1,0.455832007266783,0.48098913554599,-0.092619954717956,0.544721108684979,0.806615897547408,0.271994293287142,0.320351467269986,0.504906299796209,0.413778552553844,0.309031814075178,0.321896631067209,0.62041936731775,0.302665990189735,0.455576373954051,-0.028364861132374,0.0965895483263811,0.679122182680901,0.282018691167791,0.0136467644127527,0.466879455839812,0.386579123225129,0.437585459823381,0.66363488033869,0.693170231215235,0.317712483009874,0.446891281514138,0.606188299919728,0.432297312947862,0.645419536221289,0.417947545664776,0.49072292854105,0.687703163780823,0.567876097364468,0.017626168197987,-0.0596240958496842,-0.0938572779500001,0.156183314367463,0.436348291784053,0.838556688145326,0.378477165552746,0.473921317056173,1,0.639149126789896,0.54514600909891,0.017626168197987,0.672738163437559,0.636715560830787,0.37905587681506,0.472807101309777,0.307295680288239,-0.136702245326725,0.771561032591372,0.017626168197987,0.0742218703456736,0.66581590638978,0.503621003778886,0.085997144460629,0.652315725253953,0.000430254044152849,0.508103905939198,0.536245311507698,0.017626168197987,0.378477165552746,0.461940369888335,0.017626168197987,0.759437517695035,0.467598699948959,0.847969931647865,0.851205335480028,0.635315661588411,0.453553445444954,0.464203468676579,0.017626168197987,0.712524923279456,0.554984100558232,0.443388980510694,0.383106855651251,0.735160130140951,0.17629414614429,0.443707470570708,0.74088351907074,0.0824091549841957,0.523154981131014,0.275022149051452,0.299193722615856,0.507944346455986,0.418462969138332,0.603170204624829,-0.38158624644883,0.017626168197987,0.402783038569895,0.017626168197987,-0.0606279868447435,0.354850201513169,0.412448235853398,0.00115971672415115,0.355328715060224,0.725562043990794,0.805957980980837,0.626380456747722,0.246600629436558,0.317113118143029,0.481453073928704,0.377722485355741,0.531406990194273,0.301508567665108,0.017626168197987,0.412874809191584,0.784503674766408,0.105534221897755,0.83238116772926,0.349347568208778,0.328221964531757,0.337190961524074,0.574548548043962,0.643010271920247,0.668565583178429,0.539937607738093,0.289355631156534,0.017626168197987,-0.042824633411167,0.0509409750948758,0.354171292535598,0.482957553855634,0.599373694014608,0.66394651335178,0.506213471385615,0.45766257844054,0.392944947110573,0.730045161600715,0.461811587325828,0.743991941384947,0.017626168197987,0.625432049146036
GRHL1,0.632938135187882,0.515995551061491,0.076204271779826,0.63852947431869,0.764697348255914,0.717647209336114,0.420031293585057,0.754615196580295,0.837727089667019,0.826398799069764,0.808238636363636,0.795217651093696,0.757296226426507,0.783868250870009,0.285553553732582,0.025979679649432,0.743061655123584,0.362284418654736,0.293127423495888,0.539564291898463,0.802042974285665,0.853734768882336,0.637626525752958,0.823699658654359,0.77428866232239,0.711334299030271,0.888259936050004,0.828098042659352,0.851365875245396,0.573939980022035,0.857387568974865,0.785838847275975,0.735413715763674,0.224271306786265,0.256091679141125,0.390134026094383,0.508792568733623,0.534695316190443,0.790340909090909,0.808839948644018,0.618940827735493,0.639149126789896,1,0.884173081115765,0.224271306786265,0.661417502182179,0.803762253361895,0.794679585397449,0.783917709330057,0.749366423008429,0.0749645740662415,0.766894501546942,0.224271306786265,0.133938792298786,0.83794066243469,0.863459555334236,0.261768190545568,0.861687055485365,0.246771515597376,0.801816152467235,0.773927892616223,0.224271306786265,0.788449025568959,0.59254380093658,0.224271306786265,0.820451893493115,0.831496529838528,0.759421787731522,0.639088843352532,0.751361207725274,0.682617640376924,0.849122046147418,0.224271306786265,0.794927198731425,0.762960371725135,0.696961118708334,0.819601824711411,0.794240650753024,0.292069331573351,0.683572147972937,0.845562426879715,0.167958602654744,0.890970055474118,0.300931289272587,0.760694713605684,0.792924863218248,0.789521249581564,0.517909915922192,0.0844434596495713,0.224271306786265,0.765226029844586,0.224271306786265,0.075752852569457,0.790371443366968,0.719832916700884,0.110102227567646,0.802609388815528,0.928672955939546,0.902825752635934,0.916294678301372,0.708784713729088,0.648527744428962,0.852284071540491,0.814015776083734,0.883289663232332,0.755030568307056,0.224271306786265,0.439583962199664,0.848992051383883,0.246311168888445,0.708755284835105,0.752640184271662,0.766575313889253,0.750781178123493,0.880999751521293,0.817952037539051,0.794660639831263,0.869446303339333,0.204475645280456,0.224271306786265,0.41688109397899,0.535412913248591,0.828664457189215,0.816421603489991,0.886409891646031,0.836329119092055,0.799829771206902,0.73581580342751,0.795245999927312,0.838180039860637,0.834895017017705,0.827871590088682,0.224271306786265,0.826106423150902
GRHL2,0.794009892517659,0.32789838045562,0.00734255889206205,0.778876054781044,0.62214866170949,0.882552230378318,0.24114355642274,0.701022062256021,0.94918125352908,0.907396950875212,0.894368542653295,0.719489170125423,0.90626764539808,0.931487312125327,0.495905131325422,-0.111509031106772,0.547460854148162,0.326761601232802,0.272062866954392,0.428705024474004,0.90626764539808,0.857874333051593,0.448095837727262,0.745611113160758,0.905138339920949,0.664219173620383,0.841957301536951,0.922077922077922,0.693669119559387,0.746116945877998,0.926512745901187,0.864727512595923,0.867551573708255,-0.0515939370367582,0.512284685776945,0.554550947973804,0.674018202439252,0.742518351214004,0.668935559767917,0.908526256352344,0.694743236554337,0.54514600909891,0.884173081115765,1,-0.0515939370367582,0.523574699948025,0.863727725146621,0.932241671372106,0.76171654432524,0.894974590626765,0.235545811990919,0.662707654758208,-0.0515939370367582,-0.122206745962738,0.730846536662526,0.905958804835964,0.10740228098567,0.844284244607211,0.22501385252058,0.886942341866359,0.705552091737482,-0.0515939370367582,0.929983060417843,0.457958997912474,-0.0515939370367582,0.74730225860118,0.935629587803501,0.559041781779992,0.568799184542065,0.587740025197856,0.618008757717667,0.940345864644694,-0.0515939370367582,0.706051701024666,0.84076792772445,0.800116457162971,0.90626764539808,0.71730102350056,0.128379288990684,0.807681478126826,0.757308488326303,0.0350007833078875,0.852060982495765,0.112947857314602,0.898362507058159,0.838935421815253,0.893256878143087,0.342721173173908,-0.0225988736631995,-0.0515939370367582,0.920948616600791,-0.0515939370367582,0.188793072045124,0.912171739283093,0.908782865948296,-0.0271570546583861,0.902879728966686,0.886124100275224,0.839789129564344,0.809526650136462,0.858514578148794,0.405764485998348,0.932165660763305,0.861456251839201,0.817848098131219,0.901750423489554,-0.0515939370367582,0.27707870050892,0.76716726720762,0.029420142546585,0.642840652560155,0.590285487559329,0.896356997054037,0.881289427004241,0.857874333051593,0.724806984067219,0.864669377273783,0.97063805759458,0.446640316205534,-0.0515939370367582,0.550536420101638,0.694154221411097,0.805759457933371,0.786331869649475,0.767859760097225,0.740772581873626,0.859895232746172,0.646858406638656,0.915302089215133,0.819100055662171,0.91304347826087,0.843573019091297,-0.0515939370367582,0.731715938945595
GTF3C2,-0.258188458101004,0.31209389196618,0.154825528611813,-0.18923120163666,0.122478463777215,-0.0859898950612637,0.279416375277346,-0.0517402201118311,-0.0171979790122527,0.0515939370367582,-0.0172516389835589,-0.0518877545433501,-0.0515939370367582,-0.120727180260939,-0.223636874661508,0.37249739617438,0.017626168197987,-0.0476190476190476,0.372668227367114,0.356963117394612,0.0171979790122527,0.0517402201118311,0.234997523943114,-0.0172959181811167,-0.0515939370367582,-0.0860141825621184,-0.0172223077540977,-0.0859898950612637,0.19383037638078,-0.18923120163666,-0.0172174337458625,-0.0344056730248474,-0.154825528611813,1,-0.258042547686355,-0.154956903712763,-0.0516669232622931,-0.292365643208297,0.0172516389835589,-0.0859898950612637,-0.0516523012375876,0.017626168197987,0.224271306786265,-0.0515939370367582,1,0.270897616436539,-0.0864795909055835,-0.0515939370367582,0.326761601232802,-0.0515939370367582,-0.0864357232515501,-0.0521114418336343,1,0.723746864455746,0.0172959181811167,-0.0172028365124237,0.536684195022578,-0.0517402201118311,0.511446761322894,-0.0860871687293126,-0.0517402201118311,1,-0.0859898950612637,0.275658923209986,1,-0.0524448129917054,-0.0859898950612637,0.262224064958527,-0.0874080216528424,0.209779251966822,0.278087924840131,-0.0861115387704885,1,-0.0521114418336343,0.0171979790122527,0.017246740037277,-0.0515939370367582,-0.0347609906050164,0.485571414544237,-0.0172028365124237,-0.0176209433073436,0.547426247259818,0.0859898950612637,0.460143842333058,-0.0859898950612637,0.156334325500903,-0.0172959181811167,0.250832033385184,0.154869283177788,1,-0.0859898950612637,1,-0.102225560956682,-0.051608509537271,-0.223636874661508,0.723746864455746,-0.0515939370367582,0.0862827105342955,0.0692232175534887,0.19235376835761,-0.0172028365124237,0.292613585847805,-0.0860871687293126,0.121071427267817,0.120419855586966,-0.0859898950612637,1,0.339162378265206,0.0174765069097485,0.654818591650437,-0.122371230313979,0.229140186573831,-0.0860141825621184,-0.120522036221038,0.0517402201118311,0,-0.189714140410047,-0.0859898950612637,-0.257969685183791,1,-0.0171979790122527,0.0172028365124237,0.0515939370367582,0.262224064958527,0.124684135544061,-0.0174765069097485,-0.0517255357862589,0.0174816043305685,-0.0515939370367582,-0.1211060141639,-0.0515939370367582,0.0173955498703394,1,0.0521114418336343
HDAC1,0.292868900114443,0.704443282600111,0.0747327806021417,0.358835970351554,0.422883015551665,0.319599958405419,0.604513660037909,0.349940347478183,0.445898272209416,0.429295676967576,0.357474747132635,0.475272272166197,0.352212199059033,0.394240357481793,-0.17496960537803,0.33769324810528,0.753867833554012,0.234777934245,0.494301272953386,0.814227107112308,0.407356533255145,0.425161169833307,0.890620520075658,0.534904928648781,0.374744292601531,0.264233759986144,0.512142696367892,0.407356533255145,0.439246172193355,0.256819793656566,0.492111467457385,0.505335945024006,0.386119366444399,0.270897616436539,-0.151244913123382,0.0362108558683963,-0.029986325990236,0.205753591032802,0.525803122238351,0.393125737333568,0.224685392560459,0.672738163437559,0.661417502182179,0.523574699948025,0.270897616436539,1,0.38880492026645,0.412693081725736,0.66113906052327,0.351026299398902,-0.0307945770583483,0.40874742037311,0.270897616436539,0.242403062417175,0.517611458268832,0.475976638358879,0.47581026287164,0.517328975881086,0.39322926379638,0.3015592587073,0.406430293120371,0.270897616436539,0.422180279006788,0.734986428370945,0.270897616436539,0.594591792821736,0.45775726881073,0.809464549173432,0.376102664694134,0.316733894706358,0.680739598754373,0.45810793072212,0.270897616436539,0.610575816952946,0.365257095320479,0.240230926730987,0.381266740732253,0.56598463998548,0.428229236584476,0.292703390691722,0.67496887594304,0.297018662595037,0.518831101307499,0.52958158148054,0.347468600418508,0.438392837674896,0.370318796756848,0.812261455025721,-0.1400152422188,0.270897616436539,0.418622580026393,0.270897616436539,0.201778796662232,0.43594122017916,0.343711479039215,0.267356318842473,0.364071195660348,0.590506694113605,0.620832450799242,0.783172986347945,0.3632843501493,0.455178209499043,0.439872855712814,0.396557165609186,0.643532277407332,0.372372493281268,0.270897616436539,0.780719714934548,0.631475419353032,0.282803572820038,0.391472244741731,0.441807267225931,0.379001958768004,0.324116841051547,0.512571927827007,0.530584009905441,0.437053789968504,0.514087502666973,0.187965096130831,0.270897616436539,0.0308333911634171,0.144127505446988,0.336795503477325,0.533113472631348,0.441552739197018,0.626654996304535,0.384022610461071,0.712425239853311,0.412693081725736,0.501653909309135,0.469616265412045,0.565875120640693,0.270897616436539,0.728259140181248
HDAC2,0.768977430108592,0.195111371554607,-0.0602110442124789,0.809440924554551,0.786303207754436,0.763782899620122,0.125871502931575,0.660025454651707,0.835334308803866,0.762647162966412,0.758760681416048,0.692747001713307,0.795583525924008,0.863898718469922,0.509521760930128,-0.199688766236025,0.57502282824572,0.224846936354517,0.0304013569372871,0.321964014839157,0.818298258998212,0.82175731756895,0.325301951063638,0.722444317532838,0.788769106001747,0.577685207208406,0.792728279073838,0.837605782111286,0.751730029304943,0.733325076210474,0.848786493084129,0.95315219045792,0.93099907041748,-0.0864795909055835,0.399324189446912,0.357593237876703,0.655109739951981,0.759239953005281,0.780407007162152,0.80466941915369,0.753845204172508,0.636715560830787,0.803762253361895,0.863727725146621,-0.0864795909055835,0.38880492026645,1,0.819433995651922,0.602508294793271,0.771733056196093,0.229276366165353,0.800122114772344,-0.0864795909055835,-0.0773831750454283,0.733866362078812,0.811713039430493,-0.109701633673379,0.837702712504453,0.0379973389284401,0.861293728749133,0.657747541089492,-0.0864795909055835,0.825112678920474,0.348914383299672,-0.0864795909055835,0.755598635042244,0.835334308803866,0.566843284653539,0.755598635042244,0.754444168067389,0.459115935904638,0.851870130597281,-0.0864795909055835,0.685409266776309,0.844420202033547,0.805811922633447,0.827384152227894,0.728846548248612,-0.0675086976451563,0.778767373729326,0.722638309904597,-0.107503026459273,0.791040579309167,-0.0101291403163201,0.75469700639044,0.809299142612027,0.772701313535123,0.258026850545567,-0.189207019284083,-0.0864795909055835,0.842148728726127,-0.0864795909055835,0.135017395290313,0.794672177860924,0.794104149141938,-0.149076410749281,0.80694089246111,0.859261491092071,0.905143004921319,0.688263123180385,0.670841917122052,0.300657103124498,0.889719264351414,0.829811536264991,0.675386146873937,0.781954686079485,-0.0864795909055835,0.151515414525989,0.751915920733774,-0.04665750260092,0.828330054458074,0.47666366025632,0.762862569597727,0.753276693460463,0.875288286280995,0.68266212439169,0.959571088082939,0.870542145068882,0.407161590355113,-0.0864795909055835,0.39012554054946,0.519746277871869,0.716081960164293,0.773492873152488,0.748706828324814,0.664202014401054,0.874470555066401,0.600900060411746,0.839877255418707,0.902599294174787,0.8058051558074,0.923622358326557,-0.0864795909055835,0.646406898457657
